"Timestamp","Do you currently work in software testing?","Have you previously worked in software testing?","Since leaving testing, do you still work in an Information Technology / Computing based role?","Why did you leave testing?","Were you happy in your most recent testing job?","Would you work in testing again?","Are you happy in your CURRENT testing job?","How likely are you to look for a new testing job within the next 12 months?","How likely are you to look for job outside of testing within the next 12 months?","What do you enjoy about software testing?","What made you apply for your FIRST testing job?","How likely are you to recommend testing as a career to others?","How much testing experience do you have?","Which industries have you tested in?","Did you have a different job before you started testing? ","What is your highest qualification?","Did you study Computing, Computer Science or a computer related subject?","While you were studying did you know you wanted to work in testing?","Have you attended any of the following training courses and if so how were they? [Rapid Software Testing]","Have you attended any of the following training courses and if so how were they? [AST BBST Foundations]","Have you attended any of the following training courses and if so how were they? [AST BBST Bug Advocacy]","Have you attended any of the following training courses and if so how were they? [AST BBST Test Design]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Foundation]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Advanced]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Expert]","In your current (or most recent) testing job, how long did it take you to ""get up to speed""?","Do you believe other testing jobs are better than your current (or most recent) testing job?","Would the thought of having to ""get up to speed"" at a new company put you off applying for another testing job?","The testing expectations placed upon me are achievable.","I feel like part of the team.","I am usually excluded when decisions are made.","Absolutely everyone I work with cares about quality.","There is no automated testing.","My performance is measured using metrics (like total bug count).","I have access to all the tools and resources I require to perform effectively.","I feel my employer values my technical skills.","People don't share important information with me and I am kept in the dark.","I get to work collaboratively with others.","Technical debt is taken seriously and addressed in a timely manner.","I feel there are opportunities for me to progress and take on more responsibility.","In my current workplace I feel people do not appreciate the role testing plays in development.","There are high levels of staff retention and everyone is very loyal to the company.","When I make a decision, I feel my judgment is trusted.","Code frequently breaks in the production environment and need to be fixed or patched.","It is expected that I will work unpaid over-time.","Developers are seen as superior to testers within my organisation","I am forced to sign disclaimers stating software contains no bugs.","My company supports me to attend training courses, workshops or conferences.","I feel like I am making a positive difference.","Management lacks understanding of my role and frequently has unrealistic expectations.","There is not enough time test things to my satisfaction.","I am blamed for missed bugs."
"2016/05/13 11:40:19 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Asking questions;Finding defects;Learning new things;Prioritising tasks;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Preventing disaster;Repetitive tasks","I wanted a new challenge;It seemed interesting;I knew other testers which recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I applied because the job advert stated no experience necessary;My company was trying to hire testers and I wanted to change my role","Very Likely","less than a year","Insurance","Yes, I had a different job before I started testing","GCSEs or equivalent","No","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 11:47:20 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Asking questions;Learning new things;Prioritising tasks;Working in a team;Engaging with other testers;Working on a variety of different tasks","I wanted a new challenge;I knew other testers which recommended testing to me;I thought testing had good career prospects and progression;My company was trying to hire testers and I wanted to change my role","Likely","1 - 2 years","Travel & Tourism ","Yes, I had a different job before I started testing","A-Levels or equivalent","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 11:47:50 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks","I wanted to work with technology and computers;Knew how to code but I did not want to work as a developer;I thought testing had good career prospects and progression;I studied computing and saw testing as a way to use this knowledge","Likely","10 - 20 years","Automotive;Business;Finance;Games;Government;Health;Insurance;Sales","Yes, I had a different job before I started testing","Bachelors degree","Yes","Yes","0","0","0","0","0","0","0","3 months","No","No","True","True","False","False","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 11:57:44 AM GMT+1","Yes","","","","","","Yes","Very Likely","Unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;Knew how to code but I did not want to work as a developer;I thought testing had good career prospects and progression;I studied computing and saw testing as a way to use this knowledge","Likely","2 - 5 years","Business;Communications;Games;Social Media","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","0","0","0","1 month","Yes","Yes","True","True","False","True","True","True","True","False","True","True","True","True","True","True","True","True","True","True","False","False","True","True","True","True"
"2016/05/13 12:09:09 PM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Identifying new problems;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Preventing disaster;Persuading people","It seemed interesting","Very Likely","2 - 5 years","Automotive","No, my very first job was a testing job.","Masters degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","False","False","True","True","False","False","True","True","False","False","True","True","False","False","False","False","False","True","True","True","False"
"2016/05/13 12:10:42 PM GMT+1","Yes","","","","","","Yes","Not sure","Likely","Overcoming challenges;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Generating new ideas;Helping people;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;It seemed interesting","Likely","less than a year","Social Media","No, my very first job was a testing job.","Masters degree","No","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/13 12:20:56 PM GMT+1","Yes","","","","","","No","Likely","Likely","Overcoming challenges;Improving software quality;Learning new things;Solving problems;Identifying new problems;Helping people;Working on a variety of different tasks","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I thought testing would be fun;I thought testing had good career prospects and progression","Not sure","5 - 10 years","Automotive;Social Media","Yes, I had a different job before I started testing","None","","","0","0","0","0","0","0","0","3 months","No","No","True","False","True","False","False","False","False","True","True","False","False","False","True","True","False","True","False","True","False","True","False","True","True","False"
"2016/05/13 12:27:55 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Not sure","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I wanted to work in software development but did not know how to code;I thought testing had good career prospects and progression;My company was trying to hire testers and I wanted to change my role","Likely","2 - 5 years","Sales","Yes, I had a different job before I started testing","GCSEs or equivalent","Yes","No","0","0","0","0","0","0","0","6 months","","No","True","True","True","False","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/13 12:44:01 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Improving software quality;Prioritising tasks;Engaging with other testers;Gaining expert knowledge of a product","I was unemployed and needed a job;It seemed interesting","Likely","10 - 20 years","Sales;Manufacturing and logistics","Yes, I had a different job before I started testing","Bachelors degree","No","No","2","0","0","0","0","0","0","3 months","Yes","No","True","True","True","False","True","False","False","True","True","True","False","False","True","False","True","False","True","False","False","True","True","False","True","False"
"2016/05/13 7:31:42 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Working on a variety of different tasks","I wanted a new challenge;I was unemployed and needed a job;It seemed interesting;I did not like my previous job;I wanted to work in software development but did not know how to code;I thought testing would be fun;I thought testing had good career prospects and progression","Likely","2 - 5 years","Automotive;Intelligence;Legal","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","2","0","0","6 months","No","No","True","True","False","True","True","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/13 11:29:52 PM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Improving software quality;Finding defects;Thinking critically;Solving problems;Assessing and managing risks;Generating new ideas","I wanted a new challenge;It seemed interesting;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role","Likely","10 - 20 years","Business;Communications;Government;Health;Insurance;Pharmaceutical","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","3","0","0","0","4","0","0","1 month","No","No","True","True","True","False","False","False","True","False","False","True","False","True","False","False","True","False","True","True","False","True","True","False","True","False"
"2016/05/14 2:12:57 AM GMT+1","Yes","","","","","","No","Not sure","Unlikely","Learning new things;Thinking critically;Identifying new problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I was unemployed and needed a job;It seemed interesting;I knew other testers which recommended testing to me","Unlikely","10 - 20 years","Business;Electronics;Government;Insurance;Education","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","1 month","Yes","No","False","True","True","False","False","False","False","True","True","True","False","True","False","False","True","True","True","True","False","True","False","True","True","False"
"2016/05/15 10:40:51 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks","I did not like my previous job;I knew other testers which recommended testing to me;I thought testing would be better than my previous job","Very Likely","2 - 5 years","Mobile app startup and Online gambling","Yes, I had a different job before I started testing","Foundation course","Yes","Yes","0","0","0","0","1","0","0","3 months","Yes","No","True","True","False","False","False","False","False","True","True","True","True","True","False","True","True","False","True","False","False","True","True","True","True","False"
"2016/05/15 5:59:29 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very Likely","Overcoming challenges;Improving software quality;Finding defects;Solving problems;Working in a team;Gaining expert knowledge of a product;Seeing the big picture;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I thought testing would be fun;I thought testing had good career prospects and progression;I decided to apply for a testing job after attending a careers or jobs fair;I wanted to work at a specific company and this company advertised testing as an entry level position","Very Likely","less than a year","Social Media;Web services","No, my very first job was a testing job.","Bachelors degree","Yes","No","3","0","0","0","1","0","0","3 months","Yes","No","False","True","False","True","False","True","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/16 1:20:57 AM GMT+1","Yes","","","","","","No","Not sure","Likely","Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Generating new ideas","I wanted to work with technology and computers;I studied computing and saw testing as a way to use this knowledge","Not sure","5 - 10 years","Business;Finance","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","True","False","False","True","True","False","True","True","True","False","True","False","False","False","True","True","False","True","True","False","True","True"
"2016/05/16 10:01:57 PM GMT+1","Yes","","","","","","No","Likely","Likely","Asking questions;Finding defects;Learning new things;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Preventing disaster;Repetitive tasks","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I wanted to work in software development but did not know how to code;I thought testing had good career prospects and progression","Likely","less than a year","Automotive;Business;Communications;Energy;Finance;Games;Government;Health;Insurance;Military;Sales;Scientific","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","True","True","True","True","True","True","True","True","True","False","False","False","False","True","True","False","False","False","True","False","False","False"
"2016/05/17 12:32:08 AM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks","Testing paid a higher salary than my previous job;It seemed interesting;I did not like my previous job;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I saw lots of testing jobs advertised","Likely","1 - 2 years","Electronics;Finance","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","5","5","0","1 month","Yes","Yes","False","True","False","False","True","False","False","True","False","True","False","True","False","False","True","False","False","False","False","True","True","False","True","False"
"2016/05/18 9:52:16 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Seeing the big picture;Working on a variety of different tasks","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun","Not sure","2 - 5 years","Finance;Health;Sales","No, my very first job was a testing job.","Masters degree","No","No","0","0","0","0","3","3","0","1 month","No","No","False","True","True","False","True","False","False","True","False","True","False","True","True","True","True","True","True","True","False","True","True","True","True","False"
"2016/05/18 10:07:49 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Finding defects;Identifying new problems","I was unemployed and needed a job","Likely","2 - 5 years","Business;Finance","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","3 months","Yes","Yes","True","True","False","False","False","False","True","True","False","True","False","False","True","False","True","False","False","True","False","True","True","False","True","False"
